VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoW]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   
          7,           0,           1,      -3.666660808,      -1.749568614,      -1.934259532,      -1.598197332,       1.600426387,       -8.25333795,     0.03767443916,      0.1846393404,     0.01276377979,      0.1712403088,      -0.116677396,    -0.03281670486,     0.03767443916,     0.01276377979,      0.1846393404,       4.900918091,              -nan,     -0.4721167218,     -0.6295416115,     -0.5672982576,     -0.5143552696,      -0.461961391,     -0.6080258629
          7,           0,           2,       -4.10811728,      -2.264558767,      -2.352553137,       -2.07402971,       1.177246391,      -8.623188408,     0.03631540097,      0.1867988231,     0.01282284495,      0.1729793218,     -0.1169334329,    -0.03157369935,     0.03631540097,     0.01282284495,      0.1867988231,       5.143790735,              -nan,     -0.9135731939,      -1.144531765,     -0.9855918625,     -0.9901876475,     -0.8851413879,     -0.9778763209
          7,           0,           3,      -4.525449426,      -2.703356121,      -2.757241471,      -2.507203616,      0.7759881084,      -8.736935175,     0.03400139889,      0.1905280507,      0.0129440764,      0.1760198406,     -0.1174186665,    -0.02946861508,     0.03400139889,      0.0129440764,      0.1905280507,       5.603535645,              -nan,       -1.33090534,      -1.583329118,      -1.390280196,      -1.423361553,       -1.28639967,      -1.091623088
          7,           0,           4,      -4.895776174,      -3.085786233,      -3.135444174,      -2.900633925,      0.4109235781,      -8.760479421,     0.03200020681,      0.1938297885,     0.01304020475,      0.1786887095,     -0.1177873264,    -0.02769355234,     0.03200020681,     0.01304020475,      0.1938297885,       6.057141742,              -nan,      -1.701232088,      -1.965759231,      -1.768482899,      -1.816791863,        -1.6514642,      -1.115167333
          7,           0,           0,      -5.195000484,      -3.399374588,       -3.44932589,      -3.245264702,      0.1040077317,      -8.759239798,     0.03117313299,      0.1952239424,     0.01305102053,      0.1797682169,     -0.1178505234,    -0.02700479344,     0.03117313299,     0.01305102053,      0.1952239424,       6.262570478,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          7,           0,           1,      -5.416638031,      -3.629541038,      -3.703714355,      -3.509384394,     -0.1301969648,      -8.759384873,     0.03087722009,      0.1956779369,     0.01302732688,       0.180079419,     -0.1177757898,     -0.0267922893,     0.03087722009,     0.01302732688,      0.1956779369,       6.337291256,              -nan,     -0.2216375477,     -0.2301664502,     -0.2543884651,     -0.2641196916,     -0.2342046966,  -0.0001450743401
          7,           0,           2,      -5.575800463,      -3.785172716,      -3.908602095,      -3.695529513,     -0.2986424823,      -8.763876384,     0.03075448492,       0.195772081,     0.01300333573,      0.1801098834,     -0.1176674489,    -0.02672118939,     0.03075448492,     0.01300333573,       0.195772081,       6.365643304,              -nan,      -0.380799979,     -0.3857981284,     -0.4592762053,      -0.450264811,      -0.402650214,   -0.004636585726
          7,           0,           3,      -5.693071979,      -3.898560805,      -4.073551793,      -3.834403775,     -0.4207339112,      -8.770460017,     0.03067625742,      0.1957530911,     0.01298951736,      0.1800621853,     -0.1175690527,     -0.0266755043,     0.03067625742,     0.01298951736,      0.1957530911,       6.381257284,              -nan,     -0.4980714949,     -0.4991862178,     -0.6242259034,     -0.5891390728,     -0.5247416429,    -0.01122021848
          7,           0,           4,      -5.786354544,      -3.985108411,      -4.206369424,      -3.945191368,     -0.5162750393,      -8.778871002,      0.0306115551,      0.1957058627,     0.01298420865,      0.1800019549,     -0.1174905514,    -0.02663122709,      0.0306115551,     0.01298420865,      0.1957058627,       6.393202244,              -nan,     -0.5913540603,     -0.5857338234,     -0.7570435338,      -0.699926666,      -0.620282771,    -0.01963120355
          8,           0,           0,      -3.156392755,      -1.078805037,      -1.311727592,      -1.049749355,       2.101054507,       -7.58480479,      0.0305519873,      0.1957682815,     0.01298417889,      0.1800464587,     -0.1174673144,    -0.02658061527,      0.0305519873,     0.01298417889,      0.1957682815,       6.407710229,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          8,           0,           1,      -3.649938938,      -1.723822458,       -1.90389946,      -1.582004644,       1.618451074,      -8.183100212,     0.03023011999,      0.1963183559,     0.01299066293,      0.1804798619,     -0.1174591615,    -0.02630727369,     0.03023011999,     0.01299066293,      0.1963183559,       6.494130884,              -nan,     -0.4935461835,     -0.6450174212,     -0.5921718684,     -0.5322552882,     -0.4826034336,     -0.5982954221
          8,           0,           2,      -4.107430774,      -2.252313029,      -2.340875569,        -2.0730447,       1.179663899,      -8.461156311,     0.02909308982,      0.1982639962,     0.01302311301,      0.1820452425,     -0.1175615181,    -0.02533558596,     0.02909308982,     0.01302311301,      0.1982639962,       6.814814013,              -nan,     -0.9510380198,      -1.173507992,      -1.029147977,      -1.023295344,     -0.9213906088,     -0.8763515213
          8,           0,           3,      -4.538489067,      -2.699178422,      -2.754636419,      -2.520046477,      0.7651068999,       -8.53142228,     0.02714014065,      0.2016327923,     0.01308777889,      0.1847916899,     -0.1177731709,     -0.0236800822,     0.02714014065,     0.01308777889,      0.2016327923,       7.429320092,              -nan,      -1.382096312,      -1.620373385,      -1.442908827,      -1.470297122,      -1.335947607,     -0.9466174902
          8,           0,           4,      -4.920779091,      -3.090815877,      -3.141002599,      -2.924880713,      0.3883215616,      -8.561182064,     0.02545421455,      0.2045830566,     0.01313308407,      0.1871582812,     -0.1178909913,    -0.02229263051,     0.02545421455,     0.01313308407,      0.2045830566,       8.037295994,              -nan,      -1.764386336,      -2.012010841,      -1.829275007,      -1.875131357,      -1.712732946,     -0.9763772743
          8,           0,           0,      -5.227350769,      -3.417108367,      -3.463380523,      -3.277216277,     0.07339230491,      -8.578673591,     0.02477365787,      0.2058020406,     0.01313067473,      0.1880814601,     -0.1178518239,    -0.02177096457,     0.02477365787,     0.01313067473,      0.2058020406,       8.307293239,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          8,           0,           1,      -5.451695652,      -3.659292247,      -3.725545806,      -3.544580665,     -0.1646476508,      -8.601412948,     0.02454744931,      0.2061581321,     0.01311112671,      0.1883011484,     -0.1177375711,    -0.02162478582,     0.02454744931,     0.01311112671,      0.2061581321,       8.398352493,              -nan,     -0.2243448832,     -0.2421838792,     -0.2621652831,     -0.2673643879,     -0.2380399557,    -0.02273935604
          8,           0,           2,      -5.610531322,      -3.822018181,      -3.938820668,      -3.729248726,     -0.3336503851,      -8.630966985,     0.02446456073,      0.2061970898,     0.01309388771,      0.1882807722,     -0.1176161735,    -0.02158445817,     0.02446456073,     0.01309388771,      0.2061970898,       8.428399434,              -nan,     -0.3831805526,     -0.4049098133,     -0.4754401447,     -0.4520324484,       -0.40704269,     -0.0522933931
          8,           0,           3,      -5.725719882,      -3.938074858,      -4.111079417,      -3.863113382,     -0.4540479419,      -8.663340665,     0.02441196248,      0.2061399637,     0.01308409691,      0.1881994205,     -0.1175105365,     -0.0215568053,     0.02441196248,     0.01308409691,      0.2061399637,       8.444219258,              -nan,     -0.4983691128,     -0.5209664906,     -0.6476988935,     -0.5858971049,     -0.5274402468,    -0.08466707339
          8,           0,           4,      -5.816591116,       -4.02577936,      -4.247796196,      -3.967334224,      -0.547194321,      -8.697857638,     0.02436337239,      0.2060617996,     0.01307998046,      0.1881128491,     -0.1174244045,    -0.02152384479,     0.02436337239,     0.01307998046,      0.2060617996,       8.457852068,              -nan,     -0.5892403466,     -0.6086709926,     -0.7844156729,      -0.690117947,     -0.6205866259,     -0.1191840461
          9,           0,           0,      -3.129662099,      -1.045024306,       -1.25989447,      -1.022799884,       2.128296094,      -7.515869912,     0.02431316848,      0.2060362679,     0.01307955454,      0.1880716843,     -0.1173552847,    -0.02148328156,     0.02431316848,     0.01307955454,      0.2060362679,       8.474266451,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          9,           0,           1,      -3.642377693,      -1.708114043,      -1.877698375,      -1.573550786,       1.627034851,      -8.075826608,     0.02404639337,      0.2065100581,      0.0130817465,      0.1884407646,     -0.1173056535,    -0.02127400153,     0.02404639337,      0.0130817465,      0.2065100581,       8.587984688,              -nan,      -0.512715594,     -0.6630897376,      -0.617803905,      -0.550750902,     -0.5012612433,     -0.5599566961
          9,           0,           2,      -4.112583938,      -2.244264912,      -2.331973368,      -2.078601864,       1.176008058,      -8.315140874,     0.02309913414,      0.2082120324,     0.01309339317,      0.1897964983,     -0.1172521657,    -0.02052690951,     0.02309913414,     0.01309339317,      0.2082120324,       9.013845763,              -nan,     -0.9829218391,      -1.199240606,      -1.072078897,       -1.05580198,     -0.9522880367,     -0.7992709624
          9,           0,           3,      -4.555192731,      -2.697918223,      -2.751497549,      -2.537335023,      0.7504481645,       -8.39793981,     0.02146019309,      0.2111375732,     0.01311454595,       0.192165846,     -0.1171806773,    -0.01924496179,     0.02146019309,     0.01311454595,      0.2111375732,       9.838568196,              -nan,      -1.425530632,      -1.652893917,      -1.491603079,       -1.51453514,       -1.37784793,     -0.8820698984
          9,           0,           4,       -4.94954939,      -3.102876974,      -3.144663689,      -2.952698679,       0.362378056,      -8.449416148,     0.02003623253,      0.2136455829,     0.01312131733,      0.1941528432,     -0.1170284414,     -0.0181615439,     0.02003623253,     0.01312131733,      0.2136455829,       10.66296184,              -nan,      -1.819887292,      -2.057852669,      -1.884769218,      -1.929898796,      -1.765918038,     -0.9335462362
          9,           0,           0,       -5.26637697,      -3.445422759,      -3.478295354,      -3.313509715,     0.03719530614,      -8.492550864,     0.01946214829,      0.2145956506,     0.01310934283,      0.1948396726,     -0.1168426869,    -0.01775098925,     0.01946214829,     0.01310934283,      0.2145956506,       11.02630848,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          9,           0,           1,      -5.495996085,       -3.69969495,      -3.751801952,      -3.584478847,     -0.2073703754,      -8.542828787,     0.01927700798,      0.2148217234,     0.01309364342,      0.1949464129,     -0.1166721872,    -0.01763497613,     0.01927700798,     0.01309364342,      0.2148217234,       11.14393498,              -nan,     -0.2296191159,     -0.2542721903,     -0.2735065984,     -0.2709691321,     -0.2445656816,    -0.05027792237
          9,           0,           2,      -5.655172707,      -3.868192556,      -3.972545918,      -3.767501349,     -0.3779973585,       -8.60213941,     0.01921220128,      0.2147782412,     0.01308214712,       0.194853479,     -0.1165210949,    -0.01759974745,     0.01921220128,     0.01308214712,      0.2147782412,        11.1792625,              -nan,     -0.3887957373,     -0.4227697969,     -0.4942505636,     -0.4539916337,     -0.4151926647,      -0.109588546
          9,           0,           3,      -5.768747578,      -3.985897775,      -4.146336084,      -3.897878398,     -0.4973430919,      -8.664180733,      0.0191687108,      0.2146625276,     0.01307581002,      0.1947200034,     -0.1163942372,    -0.01757114291,      0.0191687108,     0.01307581002,      0.2146625276,       11.19858971,              -nan,     -0.5023706085,     -0.5404750152,     -0.6680407302,      -0.584368683,     -0.5345383981,     -0.1716298688
          9,           0,           4,      -5.858132054,      -4.073134919,      -4.280958864,      -3.998441076,     -0.5891311247,      -8.726921871,     0.01912398039,      0.2145394072,     0.01307279961,      0.1945930125,     -0.1162898757,    -0.01753552835,     0.01912398039,     0.01307279961,      0.2145394072,       11.21834486,              -nan,     -0.5917550846,       -0.62771216,     -0.8026635105,     -0.6849313616,     -0.6263264308,     -0.2343710063
