VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoW]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   
          1,           0,           2,      -4.365025541,      -2.310300254,      -2.632268087,      -2.187096931,       0.900966523,      -8.795514905,      0.1278397512,     0.03892269815,    0.004595737315,     0.03811854808,    -0.04895914845,     -0.1260776839,      0.1278397512,    0.004595737315,     0.03892269815,      0.3044647521,              -nan,     -0.3727343082,     -0.5155120809,      -0.223462781,     -0.4010988654,     -0.3728626436,     -0.3598876199
          1,           0,           3,      -4.555510854,      -2.565100664,       -2.81402083,      -2.430606859,      0.7217981839,      -9.072614837,       0.104859329,     0.05339119025,    0.005644049808,     0.05278219655,    -0.05817981184,     -0.1023086015,       0.104859329,    0.005644049808,     0.05339119025,      0.5091696731,              -nan,     -0.5632196213,     -0.7703124917,     -0.4052155248,     -0.6446087936,     -0.5520309827,     -0.6369875517
          1,           0,           4,      -4.778643881,      -2.818892398,       -3.04329442,      -2.702896539,      0.5076162271,      -9.376480389,     0.09827758907,     0.05985667439,    0.006106282969,     0.05933324922,    -0.06236467092,    -0.09538055853,     0.09827758907,    0.006106282969,     0.05985667439,      0.6090572119,              -nan,     -0.7863526476,      -1.024104225,     -0.6344891144,     -0.9168984741,     -0.7662129395,     -0.9408531041
          1,           0,           0,      -4.957983716,      -2.981676094,      -3.236700378,      -2.904472163,      0.3257104049,      -9.404875567,     0.09805975612,     0.06731999666,    0.006585159878,     0.06686361401,    -0.06724494328,    -0.09487995934,     0.09805975612,    0.006585159878,     0.06731999666,      0.6865201314,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          1,           0,           1,      -5.108714821,      -3.089738972,      -3.324908843,      -3.037000758,      0.1714920312,      -9.450444924,       0.103568005,     0.07340313833,    0.006775037489,     0.07292158749,    -0.07112541441,     -0.1002935071,       0.103568005,    0.006775037489,     0.07340313833,       0.708743384,              -nan,     -0.1507311052,     -0.1080628781,    -0.08820846532,     -0.1325285949,     -0.1542183737,    -0.04556935715
          1,           0,           2,      -5.220077586,      -3.168926975,      -3.394373174,      -3.111475957,     0.06389227132,       -9.61856622,      0.1067348551,     0.07644459889,    0.006690351304,     0.07580455951,    -0.07279611855,     -0.1034579951,      0.1067348551,    0.006690351304,     0.07644459889,      0.7162102652,              -nan,     -0.2620938699,     -0.1872508816,     -0.1576727963,     -0.2070037936,     -0.2618181336,     -0.2136906524
          1,           0,           3,      -5.359499559,      -3.275830989,      -3.555166091,      -3.227701385,    -0.06892993682,      -9.863891624,       0.105932875,     0.07712469464,    0.006625915875,      0.0763780366,    -0.07306032672,     -0.1026137144,       0.105932875,    0.006625915875,     0.07712469464,      0.7280525012,              -nan,     -0.4015158428,     -0.2941548948,     -0.3184657134,     -0.3232292211,     -0.3946403417,     -0.4590160567
          1,           0,           4,      -5.531373418,      -3.395155787,      -3.759669839,      -3.387526346,     -0.2400421594,      -9.916317723,      0.1032252408,     0.07743530023,     0.00658454443,     0.07651687414,    -0.07299661784,     -0.0998252949,      0.1032252408,     0.00658454443,     0.07743530023,      0.7501585817,              -nan,     -0.5733897018,     -0.4134796931,      -0.522969461,     -0.4830541829,     -0.5657525643,     -0.5114421555
          2,           0,           0,       -3.68560888,      -1.479943162,       -2.00190464,      -1.474073788,       1.577007821,      -8.173802565,      0.1018610103,     0.07773062316,    0.006582671963,     0.07675433758,    -0.07313839242,     -0.0984131515,      0.1018610103,    0.006582671963,     0.07773062316,       0.763104773,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          2,           0,           1,      -4.005570161,      -1.924347028,      -2.280380921,      -1.823272905,        1.25173835,      -8.510371059,       0.100129921,     0.08051804946,    0.006679532194,     0.07944988386,    -0.07479103298,    -0.09657805705,       0.100129921,    0.006679532194,     0.08051804946,      0.8041357535,              -nan,     -0.3199612813,     -0.4444038659,     -0.2784762804,     -0.3491991169,     -0.3252694704,     -0.3365684942
          2,           0,           2,      -4.295733162,      -2.357911294,      -2.556397493,      -2.209159722,      0.9722201815,      -8.833476149,     0.09820213081,     0.08921782446,    0.007105602094,     0.08795208267,    -0.08015048893,    -0.09441295174,     0.09820213081,    0.007105602094,     0.08921782446,      0.9085121038,              -nan,     -0.6101242824,     -0.8779681324,     -0.5544928532,     -0.7350859346,     -0.6047876391,     -0.6596735847
          2,           0,           3,      -4.572747002,      -2.693905136,      -2.849476378,       -2.54284858,      0.7105114974,      -9.132904867,     0.09664784806,      0.1026229813,    0.007964480175,      0.1009990717,    -0.08852205854,     -0.0924795504,     0.09664784806,    0.007964480175,      0.1026229813,       1.061823758,              -nan,     -0.8871381219,      -1.213961975,      -0.847571738,      -1.068774792,     -0.8664963232,     -0.9591023024
          2,           0,           4,      -4.831679271,      -2.947146369,      -3.112211064,      -2.818358957,      0.4605964305,      -9.402219403,     0.09489957957,      0.1134642945,    0.008733913911,       0.111380209,    -0.09517284696,    -0.09037735571,     0.09489957957,    0.008733913911,      0.1134642945,       1.195624839,              -nan,      -1.146070391,      -1.467203207,      -1.110306424,      -1.344285169,       -1.11641139,      -1.228416838
          2,           0,           0,      -5.070368528,       -3.17583716,      -3.333603099,      -3.059005378,      0.2268247156,      -9.637305604,     0.09240270053,       0.117635712,    0.008972687585,      0.1151990603,    -0.09746140264,     -0.0877063666,     0.09240270053,    0.008972687585,       0.117635712,       1.273076559,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          2,           0,           1,      -5.288351366,      -3.363893691,      -3.541961708,      -3.247520938,     0.01269315556,      -9.767386633,     0.08959997023,       0.118799595,    0.008972314845,      0.1161152021,    -0.09780119877,     -0.0848262311,     0.08959997023,    0.008972314845,       0.118799595,       1.325888778,              -nan,     -0.2179828378,     -0.1880565308,     -0.2083586097,     -0.1885155592,       -0.21413156,     -0.1300810288
          2,           0,           2,      -5.487346268,      -3.510634001,      -3.717415136,      -3.408101439,     -0.1841848319,      -9.830221812,     0.08709789221,      0.1188798869,    0.008926715809,      0.1160391809,    -0.09752166468,    -0.08228932151,     0.08709789221,    0.008926715809,      0.1188798869,       1.364899699,              -nan,     -0.4169777402,      -0.334796841,     -0.3838120371,     -0.3490960603,     -0.4110095475,     -0.1929162077
          2,           0,           3,      -5.672991511,      -3.633993158,       -3.87521075,      -3.566295676,     -0.3704341039,      -9.856997715,     0.08513421059,      0.1186567772,    0.008900629704,      0.1157281077,    -0.09715148661,    -0.08030820533,     0.08513421059,    0.008900629704,      0.1186567772,       1.393761408,              -nan,     -0.6026229827,     -0.4581559979,     -0.5416076514,     -0.5072902978,     -0.5972588194,     -0.2196921108
          2,           0,           4,      -5.844878682,      -3.731190803,      -4.018012789,      -3.723041158,     -0.5458868362,      -9.887727719,     0.08413200067,       0.118512995,    0.008893428304,      0.1155543217,    -0.09697665243,    -0.07929403193,     0.08413200067,    0.008893428304,       0.118512995,       1.408655375,              -nan,     -0.7745101539,     -0.5553536432,     -0.6844096898,     -0.6640357797,     -0.7727115517,     -0.2504221146
          3,           0,           0,      -3.518998758,      -1.345438096,      -1.775659867,       -1.33262511,       1.739850728,      -8.010221339,     0.08364946751,      0.1186800154,    0.008900245402,      0.1157090223,    -0.09703415781,    -0.07879899345,     0.08364946751,    0.008900245402,      0.1186800154,       1.418777894,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          3,           0,           1,      -3.881390026,      -1.884125308,      -2.168584192,      -1.765206779,       1.378105327,      -8.424786438,     0.08294095385,      0.1203626597,    0.008979967924,      0.1172678202,    -0.09793607106,    -0.07804263204,     0.08294095385,    0.008979967924,      0.1203626597,       1.451184899,              -nan,     -0.3623912682,     -0.5386872115,     -0.3929243254,     -0.4325816694,      -0.361745401,     -0.4145650986
          3,           0,           2,      -4.216918793,      -2.336955283,      -2.493297924,      -2.177412178,       1.057084913,      -8.809936382,     0.08170427668,      0.1259702126,    0.009306153803,      0.1224874611,     -0.1009995181,    -0.07666042645,     0.08170427668,    0.009306153803,      0.1259702126,       1.541782362,              -nan,     -0.6979200352,      -0.991517187,     -0.7176380574,      -0.844787068,     -0.6827658156,     -0.7997150426
          3,           0,           3,      -4.543710424,      -2.697494931,      -2.817731738,      -2.523453563,      0.7450132816,      -9.151376646,     0.07967166735,      0.1345519275,    0.009953706297,      0.1304161356,     -0.1056420723,    -0.07437583628,     0.07967166735,    0.009953706297,      0.1345519275,       1.688830321,              -nan,      -1.024711666,      -1.352056835,       -1.04207187,      -1.190828453,     -0.9948374469,      -1.141155307
          3,           0,           4,      -4.848123699,      -3.015421346,       -3.12188423,       -2.84180571,      0.4488073313,      -9.433214444,     0.07702408579,      0.1411388912,     0.01052761436,        0.13635006,     -0.1089499051,    -0.07150034909,     0.07702408579,     0.01052761436,      0.1411388912,       1.832399435,              -nan,      -1.329124941,       -1.66998325,      -1.346224363,        -1.5091806,      -1.291043397,      -1.422993105
          3,           0,           0,      -5.125652497,      -3.294131232,      -3.375917849,      -3.133278136,      0.1740308797,      -9.604909238,     0.07488255405,      0.1433695727,     0.01069330437,      0.1382152499,     -0.1097550273,    -0.06927415592,     0.07488255405,     0.01069330437,      0.1433695727,       1.914592451,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          3,           0,           1,      -5.368101808,       -3.49695812,      -3.599737796,      -3.364447373,    -0.06860788411,      -9.664957363,     0.07324413181,      0.1437399843,     0.01067337183,      0.1383947881,     -0.1095591575,    -0.06762669483,     0.07324413181,     0.01067337183,      0.1437399843,       1.962477823,              -nan,     -0.2424493118,     -0.2028268882,     -0.2238199472,     -0.2311692362,     -0.2426387638,    -0.06004812506
          3,           0,           2,      -5.571426541,      -3.633960219,      -3.793058277,      -3.542371859,     -0.2741507601,      -9.682651938,     0.07201790577,      0.1435403109,     0.01062204433,      0.1381006411,     -0.1091418776,    -0.06641561963,     0.07201790577,     0.01062204433,      0.1435403109,       1.993119758,              -nan,     -0.4457740447,     -0.3398289877,     -0.4171404281,     -0.4090937229,     -0.4481816398,    -0.07774269973
          3,           0,           3,      -5.743532425,      -3.748257678,      -3.965939661,      -3.699025362,     -0.4501921877,      -9.697553317,     0.07144185322,      0.1433841302,     0.01059998854,       0.137914054,     -0.1089334809,    -0.06584628704,     0.07144185322,     0.01059998854,      0.1433841302,        2.00700463,              -nan,     -0.6178799285,     -0.4541264465,     -0.5900218116,     -0.5657472252,     -0.6242230674,    -0.09264407884
          3,           0,           4,      -5.891278865,      -3.841622269,      -4.118066689,      -3.850727064,     -0.6057260278,      -9.683432869,     0.07077216398,      0.1431499794,     0.01058583095,      0.1376539816,     -0.1086671583,    -0.06518746296,     0.07077216398,     0.01058583095,      0.1431499794,       2.022687612,              -nan,     -0.7656263682,     -0.5474910376,     -0.7421488402,      -0.717448928,     -0.7797569075,    -0.07852363148
          4,           0,           0,      -3.398970917,      -1.264554605,      -1.624263186,       -1.24463048,       1.858550659,      -7.884614777,      0.0705156926,      0.1431389005,     0.01058842727,      0.1376286957,     -0.1086042767,    -0.06492875391,      0.0705156926,     0.01058842727,      0.1431389005,       2.029887181,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          4,           0,           1,      -3.793249281,      -1.840940561,      -2.086952506,      -1.707746376,       1.468996593,       -8.36894926,     0.06988864956,      0.1440761246,     0.01063950787,      0.1384227547,     -0.1089290365,    -0.06428189409,     0.06988864956,     0.01063950787,      0.1440761246,       2.061509637,              -nan,     -0.3942783641,     -0.5763859566,     -0.4626893201,     -0.4631158959,     -0.3895540666,     -0.4843344831
          4,           0,           2,      -4.169878354,      -2.319793475,      -2.439399511,      -2.134870637,       1.107582172,      -8.801155874,     0.06824574105,       0.147389631,     0.01085879177,      0.1413012409,     -0.1102258693,    -0.06256418706,     0.06824574105,     0.01085879177,       0.147389631,       2.159689803,              -nan,     -0.7709074371,       -1.05523887,      -0.815136325,     -0.8902401563,     -0.7509684872,     -0.9165410968
          4,           0,           3,      -4.532284874,      -2.715383614,      -2.796117467,      -2.512953081,      0.7598498933,      -9.141373314,     0.06544827889,      0.1527623053,     0.01129847245,      0.1459506414,     -0.1123185333,    -0.05963303947,     0.06544827889,     0.01129847245,      0.1527623053,       2.334092018,              -nan,      -1.133313957,      -1.450829009,      -1.171854281,      -1.268322601,      -1.098700766,      -1.256758537
          4,           0,           4,       -4.86080184,       -3.05801311,      -3.128497237,      -2.856840107,      0.4379155053,      -9.369421765,     0.06259858291,      0.1571182376,     0.01168206075,      0.1496303445,     -0.1137889535,    -0.05668671101,     0.06259858291,     0.01168206075,      0.1571182376,       2.509932818,              -nan,      -1.461830923,      -1.793458506,      -1.504234051,      -1.612209627,      -1.420635154,      -1.484806989
          4,           0,           0,      -5.148360717,      -3.343721876,      -3.401580576,      -3.167430088,      0.1490955338,      -9.459443575,     0.06094921888,      0.1586752991,     0.01178075975,      0.1508481036,     -0.1140450907,    -0.05503577147,     0.06094921888,     0.01178075975,      0.1586752991,       2.603401684,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          4,           0,           1,      -5.387995566,      -3.552161159,      -3.638193703,      -3.418993452,    -0.09543657549,       -9.47208402,     0.05995932997,      0.1589731877,     0.01175144652,      0.1509909935,     -0.1138177534,     -0.0540848453,     0.05995932997,     0.01175144652,      0.1589731877,       2.651350304,              -nan,     -0.2396348493,     -0.2084392825,     -0.2366131267,     -0.2515633648,     -0.2445321093,    -0.01264044468
          4,           0,           2,      -5.578487905,      -3.695728741,        -3.8405929,      -3.611966139,     -0.2914428547,      -9.464500804,     0.05928148328,      0.1588636588,     0.01170399358,      0.1508141831,      -0.113503765,    -0.05344884609,     0.05928148328,     0.01170399358,      0.1588636588,       2.679819229,              -nan,     -0.4301271885,     -0.3520068646,     -0.4390123237,     -0.4445360517,     -0.4405383885,   -0.005057229238
          4,           0,           3,      -5.729544572,      -3.809615196,      -4.015479996,      -3.771295982,     -0.4475348164,      -9.449976106,     0.05876446093,      0.1586802003,     0.01167626773,      0.1506026715,     -0.1132426301,    -0.05296252865,     0.05876446093,     0.01167626773,      0.1586802003,       2.700274924,              -nan,     -0.5811838547,     -0.4658933196,     -0.6138994195,     -0.6038658942,     -0.5966303503,                 0
          4,           0,           4,      -5.852472328,      -3.901717814,      -4.161931767,      -3.909953484,     -0.5748995044,      -9.432318852,     0.05835081731,      0.1585177934,     0.01166806615,       0.150429719,     -0.1130550088,    -0.05256740908,     0.05835081731,     0.01166806615,      0.1585177934,       2.716633643,              -nan,     -0.7041116105,      -0.557995938,     -0.7603511905,     -0.7425233959,     -0.7239950382,                 0
          5,           0,           0,      -3.311537155,      -1.208862064,      -1.513665172,       -1.17852605,       1.945418001,      -7.788608473,     0.05819375305,      0.1585067451,     0.01167018683,      0.1504038036,     -0.1129946364,    -0.05241321708,     0.05819375305,     0.01167018683,      0.1585067451,       2.723775951,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          5,           0,           1,      -3.735862861,       -1.81217868,      -2.022718284,      -1.660303271,       1.528039627,       -8.33162777,     0.05761824051,      0.1591341493,     0.01170301333,      0.1508870428,     -0.1131078072,    -0.05183959043,     0.05761824051,     0.01170301333,      0.1591341493,        2.76187103,              -nan,     -0.4243257052,     -0.6033166161,     -0.5090531118,     -0.4817772208,     -0.4173783736,     -0.5430192972
          5,           0,           2,      -4.138369326,      -2.303230897,      -2.401116507,       -2.10479451,       1.142106785,      -8.780810967,      0.0558557801,      0.1616580563,     0.01184724337,      0.1529582899,     -0.1137228806,    -0.05007153736,      0.0558557801,     0.01184724337,      0.1616580563,       2.894204611,              -nan,     -0.8268321704,      -1.094368833,     -0.8874513351,     -0.9262684603,     -0.8033112161,     -0.9922024943
          5,           0,           3,      -4.521207278,      -2.711444638,      -2.779180307,      -2.502537362,      0.7745341397,      -9.076949502,     0.05290170041,      0.1659630517,     0.01213842612,      0.1565284726,     -0.1148275582,    -0.04710805104,     0.05290170041,     0.01213842612,      0.1659630517,       3.137196923,              -nan,      -1.209670123,      -1.502582574,      -1.265515135,      -1.324011312,      -1.170883861,      -1.288341029
          5,           0,           4,      -4.864262302,      -3.071960103,      -3.128735781,      -2.863817883,      0.4370723404,      -9.208851192,     0.05018192549,      0.1696835821,     0.01238726515,      0.1595736844,     -0.1156634475,    -0.04441763703,     0.05018192549,     0.01238726515,      0.1696835821,       3.381368501,              -nan,      -1.552725146,      -1.863098039,      -1.615070609,      -1.685291833,       -1.50834566,      -1.420242719
          5,           0,           0,      -5.153820461,      -3.370636557,       -3.41568137,      -3.189375296,      0.1431757566,       -9.23292946,     0.04885620985,      0.1711904191,     0.01244209509,      0.1607516205,     -0.1158308584,    -0.04315355248,     0.04885620985,     0.01244209509,      0.1711904191,        3.50396438,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          5,           0,           1,      -5.383291308,        -3.5877352,       -3.66028494,      -3.450851451,    -0.09476630746,      -9.225838687,     0.04820797458,      0.1716159669,     0.01241142852,       0.161031402,     -0.1157003216,    -0.04257084072,     0.04820797458,     0.01241142852,      0.1716159669,        3.55990826,              -nan,     -0.2294708475,     -0.2170986432,     -0.2446035698,      -0.261476155,     -0.2379420641,                 0
          5,           0,           2,       -5.55802596,       -3.73534173,      -3.867979757,      -3.646417623,      -0.276926294,      -9.213805238,     0.04782670587,      0.1716496385,     0.01237151092,      0.1610025546,      -0.115507428,    -0.04224210462,     0.04782670587,     0.01237151092,      0.1716496385,       3.588991452,              -nan,     -0.4042054994,     -0.3647051728,     -0.4522983863,     -0.4570423272,     -0.4201020506,                 0
          5,           0,           3,      -5.691619165,      -3.848458608,      -4.043139307,      -3.800946408,     -0.4154592401,      -9.199890867,     0.04755458628,      0.1715802919,     0.01234811382,      0.1609060289,     -0.1153427365,    -0.04200579959,     0.04755458628,     0.01234811382,      0.1715802919,       3.608070332,              -nan,     -0.5377987038,     -0.4778220508,     -0.6274579369,     -0.6115711118,     -0.5586349967,                 0
          5,           0,           4,      -5.798242208,      -3.937878214,      -4.186310104,      -3.930318761,      -0.525248724,      -9.184542928,     0.04734334993,      0.1715025174,     0.01234021819,      0.1608159688,     -0.1152233757,    -0.04181649873,     0.04734334993,     0.01234021819,      0.1715025174,        3.62252603,              -nan,     -0.6444217476,      -0.567241657,     -0.7706287335,     -0.7409434645,     -0.6684244806,                 0
          6,           0,           0,      -3.245960658,      -1.164851693,      -1.431048203,      -1.126412618,       2.010686268,      -7.711066766,     0.04723464919,      0.1714901461,     0.01234120038,      0.1607867241,     -0.1151596866,    -0.04171380863,     0.04723464919,     0.01234120038,      0.1714901461,       3.630600609,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          6,           0,           1,      -3.695258371,      -1.782691927,      -1.972821164,      -1.624501208,       1.570222403,      -8.297517184,     0.04675324269,      0.1721343405,     0.01236016799,      0.1613105675,     -0.1152190439,    -0.04125545466,     0.04675324269,     0.01236016799,      0.1721343405,       3.681762603,              -nan,     -0.4492977125,     -0.6178402334,     -0.5417729608,     -0.4980885897,     -0.4404638649,     -0.5864504175
          6,           0,           2,       -4.11781297,      -2.281468723,      -2.372426136,      -2.084507144,       1.165384445,      -8.732215807,      0.0451549904,      0.1744362738,     0.01245352034,      0.1631519975,     -0.1156190245,    -0.03971560103,      0.0451549904,     0.01245352034,      0.1744362738,       3.863056381,              -nan,     -0.8718523117,       -1.11661703,     -0.9413779324,     -0.9580945254,     -0.8453018233,       -1.02114904
          6,           0,           3,      -4.518458884,      -2.706475568,      -2.764438699,      -2.500144819,      0.7804252862,      -8.941986516,     0.04245104314,      0.1784335499,     0.01264671585,      0.1664119209,     -0.1163677542,    -0.03711650621,     0.04245104314,     0.01264671585,      0.1784335499,       4.203278334,              -nan,      -1.272498226,      -1.541623875,      -1.333390495,      -1.373732201,      -1.230260982,       -1.23091975
          6,           0,           4,      -4.875260312,      -3.080490162,      -3.128901093,      -2.878368012,      0.4288943847,      -8.996505415,     0.04007176784,      0.1819763701,     0.01280784326,      0.1692884972,     -0.1169584937,    -0.03487215226,     0.04007176784,     0.01280784326,      0.1819763701,       4.541261338,              -nan,      -1.629299654,      -1.915638468,      -1.697852889,      -1.751955394,      -1.581791883,      -1.285438649
          6,           0,           0,      -5.168941035,       -3.38621151,      -3.431393027,      -3.214024052,      0.1289259934,      -8.994535446,     0.03903023055,      0.1834721711,     0.01283641325,      0.1704607544,     -0.1170923234,    -0.03393636443,     0.03903023055,     0.01283641325,      0.1834721711,       4.700770878,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
          6,           0,           1,      -5.392917311,      -3.608754391,      -3.683086337,      -3.477067812,     -0.1059389897,      -8.984189387,      0.0386053823,      0.1839585205,     0.01280852163,      0.1708037257,     -0.1170185111,      -0.033590151,      0.0386053823,     0.01280852163,      0.1839585205,       4.765100344,              -nan,     -0.2239762769,     -0.2225428807,     -0.2516933095,     -0.2630437605,     -0.2348649831,                 0
          6,           0,           2,      -5.557992142,      -3.760367628,      -3.890242301,      -3.667853663,     -0.2795421681,      -8.973953849,     0.03839650209,      0.1840578301,     0.01277677826,      0.1708404328,     -0.1168926206,    -0.03343621667,     0.03839650209,     0.01277677826,      0.1840578301,       4.793609316,              -nan,     -0.3890511075,     -0.3741561175,     -0.4588492734,     -0.4538296114,     -0.4084681615,                 0
          6,           0,           3,      -5.682160541,      -3.874036494,      -4.058869541,      -3.813324562,     -0.4084978978,      -8.963836078,     0.03825695777,      0.1840399129,     0.01275830751,      0.1707937906,     -0.1167796766,    -0.03333277175,     0.03825695777,     0.01275830751,      0.1840399129,       4.810625925,              -nan,     -0.5132195062,     -0.4878249838,     -0.6274765136,     -0.5993005103,     -0.5374238912,                 0
          6,           0,           4,      -5.781765056,      -3.961805022,      -4.194000058,       -3.93025114,     -0.5106700096,      -8.954737478,     0.03814803638,      0.1839971644,     0.01275166197,      0.1707368358,     -0.1166941341,    -0.03324629795,     0.03814803638,     0.01275166197,      0.1839971644,       4.823240769,              -nan,     -0.6128240219,     -0.5755935116,     -0.7626070311,     -0.7162270885,      -0.639596003,                 0
          7,           0,           0,      -3.194544086,      -1.120027002,      -1.366961275,      -1.083842062,       2.062387778,      -7.645312088,     0.03806872515,      0.1840185614,     0.01275206641,      0.1707400047,     -0.1166450379,    -0.03317466086,     0.03806872515,     0.01275206641,      0.1840185614,       4.833851427,              -nan,                 0,                 0,                 0,                 0,                 0,                 0
