Time	Time Iteration	FSI Iteration	q1	qdot1	qddot1	q2	qdot2	qddot2	
0.0	0	1	0.9330536992348486	17.494756860653407	314.90562349176133	0.05949764604471371	1.115580863338382	20.080455540090874
0.0	0	2	2.324031771221861	12.085033361233751	-317.80895943378675	0.07512778497817199	-0.5993995856683623	-44.925966960185
0.0	0	3	2.169870727633762	-14.133074373722671	-280.950229974741	0.004095955564776418	-0.9527294106669313	23.080194468146175
0.0	0	4	0.7142733821910225	-16.758738107092505	181.18410972504037	-0.00983482446159583	0.5750078212893087	15.835730743528497
0.0	0	5	-0.26348437921100143	-3.4994413711750534	139.93348743645998	0.009895743706569274	-0.01911774056837623	-24.087291080722895
0.0	0	6	-0.32940071903282714	2.7866029210313563	-2.9230549183106613	-0.009522188330458422	-0.41473080981760124	8.15649543566713
0.0	0	7	0.304335020703597	9.723616267488513	112.91902993540026	0.008003920859062444	0.6753075471243576	16.31987272806056
0.0	0	8	1.212580864449701	8.985851596504684	-92.03077954065805	0.04023049968315469	0.09834641774247554	-22.62486078208298
0.0	0	9	1.1896582671710108	-8.440632448304363	-260.54707012164226	0.002656501113065819	-0.8508361071223851	-2.879870172915462
0.0	0	10	0.07765327288757284	-14.741883833431356	78.16350210692957	-0.025477615986183227	0.15783231243801343	22.434426751336296
