Time	Time Iteration	FSI Iteration	q1	qdot1	qddot1	q2	qdot2	qddot2	
0.0	0	2	-0.07852424153333043	0.3305306011786617	582.3665871047909	-0.1225427035116404	0.5037210003442607	634.1847168436692	
0.001	1	2	-0.07792670014569003	0.8557689256482093	536.1988111947319	-0.1217499023846826	1.079267295836462	557.9898946233939	
0.002	2	2	-0.0768324810268493	1.3373372922486657	433.24723333402983	-0.12042574390107516	1.5749000334505785	438.127529784667	
0.003	3	2	-0.0753162140739617	1.7020531825687857	299.59565812292146	-0.11867914373046938	1.9267178938289347	270.78388836943503	
0.004	4	2	-0.07349349586693514	1.9498092398767015	192.91921913480036	-0.11666613300537756	2.1089272713327527	94.61540466980128	
0.005	5	2	-0.07146445146468873	2.112655046328094	128.1194324058543	-0.11454564281554859	2.1401913830487813	-37.0337710169529	
0.006	6	2	-0.06929556115854196	2.2274536185703155	97.66190543842092	-0.11243383787270747	2.0873948881309703	-78.57159160717245	
0.007	7	2	-0.06701976437849073	2.3248354472487813	94.11201457375832	-0.11037145099316314	2.0364595188178503	-32.98017353689941	
0.008	8	2	-0.06464427352444764	2.425770291958685	106.03811973235469	-0.10832511759835825	2.051961954237692	58.847664392260924	
0.009000000000000001	9	2	-0.06216248543329572	2.5371825874051255	116.90424653356803	-0.10622008046483074	2.153242814473765	144.41020070403917	
0.010000000000000002	10	2	-0.059566493177300554	2.654530853778123	118.79009492466302	-0.10398255378173686	2.31851815284064	190.52370212832068	
0.011000000000000003	11	2	-0.05685175159794302	2.7748110566641557	121.66087409423719	-0.10156585131649735	2.5135607720252144	203.26910297200612	
0.012000000000000004	12	0	-0.05401738905927103	2.894014082160369	117.52382453475114	-0.0989546189313189	2.70913383643902	190.69077365161283	
0.013000000000000005	13	2	-0.05105922941796647	3.021718433121645	135.43506714654765	-0.09615559941962443	2.8898496994237446	171.47810151917503	
0.014000000000000005	14	2	-0.04796257903899117	3.1703073724061626	160.90316125607296	-0.09318627804983566	3.0499767267058777	149.12490067925552	
0.015000000000000006	15	2	-0.04470658016973796	3.34050479127892	180.1796343770572	-0.09006831829757836	3.187230897591404	125.52226696655008	
0.016000000000000007	16	2	-0.04127433828088549	3.523371483187897	186.9439852466108	-0.08682657047357042	3.2977869978434753	96.22290350921857	
0.017000000000000008	17	2	-0.037660212642482475	3.7050785993177136	178.19405592333663	-0.08348992213478741	3.3772763469797926	63.17256929226241	
0.01800000000000001	18	2	-0.033872299110676414	3.871713516422804	156.51261311816668	-0.08008817544378728	3.4277950762282394	37.090623791697965	
0.01900000000000001	19	2	-0.029930123473560666	4.014063727767067	128.85214564462348	-0.07664376525548967	3.4618099492098735	28.946077783527247	
0.02000000000000001	20	2	-0.025858986189905776	4.129706163898561	102.30862177363502	-0.07316430115483602	3.4968902910702706	39.17329852107647	
0.02100000000000001	21	2	-0.021684260181889042	4.22106565056163	79.94582618751735	-0.0696433520999567	3.544235737271116	54.905886418415946	
0.022000000000000013	22	2	-0.01742757221132502	4.293320006277553	63.864899780036836	-0.06606952113470443	3.602830645389067	63.11938426731198	
0.023000000000000013	23	2	-0.013103898257738366	4.354560233018525	57.53239566897245	-0.06243575638343357	3.664605940895611	61.521374282818556	
0.024000000000000014	24	2	-0.00871912402373357	4.414939186766075	62.02294979930588	-0.05874252276142401	3.7221612207516133	54.2226033161001	
0.025000000000000015	25	2	-0.004269806311511184	4.483181803148065	73.6674050611701	-0.0549961947021931	3.771015013336024	43.828866902387695	
0.026000000000000016	26	2	0.00025325065392803526	4.562309352442347	84.6601102069592	-0.051207118677531895	3.8078352499274226	30.173958701236014	
0.027000000000000017	27	2	0.004858582915480937	4.648039549222034	87.68553655244705	-0.04738832911732031	3.830544931383242	15.372768839370735	
0.028000000000000018	28	2	0.009548113338336805	4.731252253604476	79.93698128098512	-0.04355282019629688	3.841121568133188	5.259612092219507	
0.02900000000000002	29	2	0.014314393571272113	4.80208720441467	62.77847090641628	-0.03970956090990505	3.845669206389469	2.9667435128156057	
0.03000000000000002	30	2	0.0191415804552681	4.853430227027429	40.478812940376635	-0.035861652997555005	3.8500999696305107	5.372692165682371	
0.03100000000000002	31	2	0.024009160138593097	4.882954959601765	18.53150248489951	-0.03200870270629343	3.8557299920188304	6.076481431716785	
0.03200000000000002	32	2	0.028896986166530584	4.893703667271043	2.327740771232718	-0.028151375498985966	3.8590898884981333	1.2570074439751986	
0.03300000000000002	33	1	0.03378996021663433	4.892818697249612	-5.075514826929533	-0.02429449057450983	3.8551345496302165	-8.607163316204266	
0.03400000000000002	34	2	0.038680476930843276	4.888339493863302	-4.742479793629864	-0.020447099487441035	3.8402831131777933	-20.83327203741596	
0.035000000000000024	35	2	0.04356744928963057	4.88547277237882	-1.3328113338349847	-0.016620387215273813	3.8137904173789985	-32.242845680018625	
0.036000000000000025	36	2	0.048452419840434684	4.884376771458287	-0.565585743910889	-0.012824611828918385	3.778234755805691	-39.34687165219946	
0.037000000000000026	37	2	0.05333474265428568	4.880474267969161	-6.495315126305166	-0.009066164310870838	3.738822506071997	-40.174954796106945	
0.03800000000000003	38	2	0.058208176838841136	4.866991690401867	-19.66536045832602	-0.005346190977564941	3.7009866241929674	-36.04743185975891	
0.03900000000000003	39	2	0.06306041735237852	4.838378524696759	-37.088414435735174	-0.0016620181351071428	3.6671218288871166	-31.705933769089814	
0.04000000000000003	40	2	0.06787565387848087	4.793032231721187	-53.69490120518399	0.0019890764771867417	3.6349987290373487	-32.02268290524287	
0.04100000000000003	41	2	0.07263877737750107	4.733943395055877	-65.06463371035538	0.005605992558039116	3.5990989449492803	-39.03313994794513	
0.04200000000000003	42	2	0.07733902114177132	4.66692691715312	-69.71492650719577	0.009182028984848024	3.553563203377726	-51.438868574711776	
0.04300000000000003	43	2	0.0819712140061413	4.597540266377982	-69.58905946917488	0.01270605852686152	3.4952311117135997	-65.08724299833408	
0.04400000000000003	44	2	0.08653410055463391	4.528212606896129	-69.10595278819343	0.016166145033348754	3.4255513653605876	-74.71858647911685	
0.04500000000000003	45	2	0.09102665491073998	4.457024199892983	-72.80605970701083	0.019553834497050046	3.3500910410836475	-77.01684886327624	
0.046000000000000034	46	2	0.09544440654129288	4.378914839209447	-82.72201215663618	0.02286675871277804	3.2756375709541734	-72.63259338084787	
0.047000000000000035	47	2	0.09977781750504867	4.2886315293167545	-97.32394332650082	0.02610798731311626	3.206489875307074	-65.92135191185747	
0.048000000000000036	48	2	0.1040135797157157	4.183723017290004	-112.4363601039373	0.029282300615019307	3.141898898149428	-62.85555320737695	
0.04900000000000004	49	2	0.1081380421362528	4.0658969678880075	-123.64904251818845	0.032391513630381674	3.076620525041872	-66.91004915725125	
