Time	Time Iteration	FSI Iteration	q1	qdot1	qddot1	q2	qdot2	qddot2	q3	qdot3	qddot3	q4	qdot4	qddot4	q5	qdot5	qddot5	q6	qdot6	qddot6	
0.0	0	3999	0.9188317366082859	-162.77567250846417	-157505.92380803547	1.9029805732181322	-194.43118009756452	-189723.26169161615	2.960461000310238	-79.12746309124039	-78533.89855063269	1.9253140336343832	-149.71662814446853	-145580.28318564338	0.98902459008288	-21.96827890853753	-21758.770016967548	0.5504952959969727	101.29630875257376	97627.70764903277	
0.001	1	3999	0.6864487951921449	-303.38044141869295	-125898.15153438703	1.6218628273021616	-369.04687853808105	-161470.36619829846	2.8430695837311837	-155.8085678781466	-75065.3177542883	1.7099917679429328	-282.01985741410726	-120750.90852109937	0.9565114492809255	-43.109638814047194	-20600.292315740113	0.6942228509182733	187.1285927237296	75570.50978055755	
0.002	2	3999	0.3335537720582342	-404.7474118613262	-78581.24834186537	1.1843092113641613	-508.1775110397677	-118433.55599506533	2.6513247120077734	-227.952982047582	-69460.83322191863	1.3782489859902538	-383.3145513453424	-83246.78479288938	0.9035307295928225	-62.92956867474439	-19079.792126540106	0.9097260245854192	245.5136138095132	42430.91034311692	
0.003	3	3999	-0.09442883771628251	-454.2105047864359	-21436.878272452872	0.6319868428827794	-599.2478162050533	-64876.023481138356	2.390825862057261	-293.43454653637065	-61737.70104904774	0.9662433408990004	-443.09461207948516	-37256.26911432454	0.8314641235321378	-81.28567786856624	-17625.112828727233	1.1651436880212187	267.4260470768581	2183.6916629831817	
0.004	4	3999	-0.5426532031806569	-445.5168061593783	38512.597153607276	0.01673852603999601	-634.4192882957418	-6052.077726936002	2.0692748386961264	-350.1724454853032	-51965.74405155328	0.5183014874215612	-455.46984226359746	12128.652527913933	0.7416261527077104	-98.45310253130597	-16655.806200168452	1.4217918723338558	248.192518845383	-40392.02601505508	
0.005	5	3999	-0.9535902840145671	-379.52173125673477	93976.00464447845	-0.6045033229054384	-611.3153432417283	52311.157854193254	1.6963943317796184	-396.20150210948213	-40302.510982529995	0.08200906385948976	-419.78299394945486	59471.89710734938	0.6348849927719468	-115.05439194026953	-16460.74531314377	1.638758586205665	188.00662701228333	-80278.55625533918	
0.006	6	3999	-1.2740219337150085	-264.0098157044645	138286.985027591	-1.175257685811836	-533.2099584883691	104577.08983080495	1.2837603109595124	-429.7743656505811	-27022.822281051805	-0.2970289589993629	-340.6554971807712	99586.30095569466	0.5114089280365274	-131.8778887817265	-17094.191975405094	1.7777269495503027	91.8734422494947	-112805.54059277655	
0.007	7	3999	-1.4614359704881155	-112.67293906859315	166207.88796080684	-1.6449465189305188	-408.6606538886282	145753.66961255088	0.8445211278814153	-449.4864849010201	-12535.587955800904	-0.5801869360065638	-227.45921979243656	128095.69891928106	0.37063435615178847	-149.61435979287384	-18313.638905967226	1.8074650335605051	-31.00305522919662	-134185.9614211669	
0.008	8	3999	-1.4890516793429367	56.615675102004616	174545.28543175207	-1.9737208619590503	-250.62206208728207	171984.18753055684	0.39298834817676837	-454.40857928683414	2617.423902700628	-0.7400344839606886	-93.27529970405513	141905.43682002035	0.2115117447817404	-168.56152878731177	-19575.93775827074	1.7074676352256255	-168.30864570725038	-141939.33580640226	
0.009000000000000001	9	3999	-1.3488856018370237	224.00806416817267	162503.81172079535	-2.136186975969932	-75.12711684666311	180926.60320046922	-0.05589850088069208	-444.20743385989175	17783.42383218592	-0.7633162970384626	46.543874648541255	139531.13816873112	0.03303089739844119	-188.35744937192376	-20098.13673091537	1.4703433966016153	-306.0475622810491	-135153.9186262395	
0.010000000000000002	10	3999	-1.052518057945069	370.0894409184581	131739.28140278178	-2.1236662068193257	100.33428177178945	171983.4765198305	-0.4872115559075449	-419.2349678902964	32240.29967247149	-0.6523791197141586	176.05147785637723	121251.34537399096	-0.16503398981334877	-207.80414972209167	-18977.771142834405	1.102695083028287	-430.13745372613255	-114560.12798214224	
0.011000000000000003	11	3999	-0.6295088739382285	478.1885920118077	86110.59381400252	-1.9447671067233097	258.57859855138366	146358.6763193413	-0.8867381472287476	-380.56792800705546	45254.11963588498	-0.42489895629661845	280.4393013859894	89069.02677463507	-0.3812746633948128	-224.83208360459366	-15356.027515427957	0.6244219353489442	-527.9809251923707	-82410.76718910522	
0.012000000000000004	12	3999	-0.12369936997580464	536.3103116906876	31167.751611903943	-1.6242161031667275	384.45812521026664	106933.72691046738	-1.2416929126742373	-329.98598697611504	56145.58014332614	-0.11194585138452628	347.63996214166673	46487.73608057559	-0.6118495031857782	-236.6349561659927	-8598.174235435268	0.06655842342813072	-589.8312266073749	-42186.99271641962	
0.013000000000000005	13	3999	0.41210940307137406	538.4625537557293	-26554.44979265791	-1.2000674952491934	466.38249133098157	57974.38254802568	-1.541374877705629	-269.88375249803966	64356.70399661888	0.24539775587022214	369.6268904565237	-1871.8469671238413	-0.8499049458574023	-239.97654286376593	1539.4686603555895	-0.5320689542829423	-609.7986922730993	1830.5334221004634	
0.014000000000000005	14	3999	0.9224257549511536	485.23131798887727	-80344.88468666351	-0.7195776095694435	497.47724098505813	4695.108902673146	-1.7777058665132446	-203.12109165898224	69508.5386983375	0.6004952380900889	343.27475089084055	-50772.33194930057	-1.085374311206944	-231.6405691269857	14786.942087499046	-1.128955608218912	-586.3912438466529	45070.73304377533	
0.015000000000000006	15	3999	1.35550910204373	383.55295132568847	-124124.19573380968	-0.23416503751864565	476.25941590734874	-47276.09962655075	-1.9455953795420817	-132.82492794843367	71441.44719048927	0.9062079453063092	270.69140835789165	-94922.19949808522	-1.3052677880902934	-208.96657631943117	30308.38072631327	-1.6823150191289578	-522.5404737673964	83198.81966980867	
0.016000000000000007	16	3999	1.6692095670037879	245.7338461369173	-153152.96385745495	0.20602522579093607	406.75773207090157	-92479.27205728662	-2.043093813156515	-62.162929549697104	70231.73021454956	1.1199988096140225	158.9900397024434	-129539.69073621712	-1.4945000415329248	-170.39381043501223	46736.41787478493	-2.155251340207131	-425.1270963837829	112597.8322172608	
0.017000000000000008	17	3999	1.8355258612141578	87.85864203612563	-164555.87310782555	0.5573916589363345	298.06082484097624	-126191.33261110986	-2.071318550735344	5.885865971088464	66181.47606818039	1.2085436187670107	19.53019948532858	-150857.70892564615	-1.63721939479347	-115.925427889639	62296.75799669107	-2.5192456173224365	-304.07817516987967	130749.69366596238	
0.01800000000000001	18	3999	1.8433777065937444	-72.2012831547412	-157603.45778233692	0.7874308835665139	163.33570075240917	-144923.36332591515	-2.0341630101250647	68.73722846854906	59782.246226247844	1.151363069229646	-133.28693636112814	-156516.4792020481	-1.718517063969676	-47.42900667969898	75012.1857927298	-2.7565888604683666	-171.15648555103314	136474.47252602398	
0.01900000000000001	19	3999	1.6993209742300173	-216.92530851893406	-133725.23789712868	0.8780976707700628	18.414028280318476	-146793.52286051164	-1.9378236558094764	124.3609221092619	51656.92858809157	0.9430969374268128	-283.53731671702826	-145803.37830662192	-1.7263199869727535	31.29325708026101	82961.86891334801	-2.861530993144326	-38.594185603645045	130005.03977048557	
0.02000000000000001	20	3999	1.426190938994046	-331.1644613962244	-96262.46287289888	0.8276114351011479	-119.90960014630552	-131734.72883297352	-1.7902007371431432	171.37500114132104	42487.26762341752	0.5941890785016821	-415.44298410337217	-119716.18856057886	-1.6532190898392582	114.702080588813	84561.355496777	-2.8400725220201357	82.2646405957752	112894.91206701414	
0.02100000000000001	21	3999	1.0599086535027078	-403.8072599837902	-50000.78965687636	0.6505102904060572	-235.690891602912	-101512.66215275903	-1.6002420829799435	209.06583938723804	32936.72864744922	0.12992224179934422	-515.0134526311783	-80845.1735269837	-1.497966225435645	195.98656232295733	78822.93138238105	-2.7084858773587177	182.155791216866	87777.12869400492	
0.022000000000000013	22	3999	0.6448966901893852	-428.9049129388853	-548.9762720678257	0.37593703683263047	-315.56948807134563	-59549.137252951914	-1.3773036380446284	237.33448989234768	23579.13409364111	-0.4120835724868565	-571.4867668929816	-33088.7253462994	-1.2663928461222593	267.7578278937928	65556.09051015944	-2.4907965436836914	254.79054102289612	58009.068358349345	
0.023000000000000013	23	3999	0.2286986903604463	-406.1440079869236	46353.991269666076	0.04432927178981979	-350.23731857323133	-10566.432611052041	-1.130594840650576	256.57996222543466	14842.783469262877	-0.9856349600960359	-578.4209020737604	18765.181769705905	-0.9715615265376617	322.89427298910806	45474.04467621771	-2.2155639490309182	297.36512627497194	27250.19273349152	
0.024000000000000014	24	3999	-0.14353342073606534	-340.63922202016647	85515.71847860338	-0.29714166578571166	-335.48122925410763	39912.37732745424	-0.8687621219128235	267.5385619575339	6977.617679930541	-1.540587443335391	-534.3250826302276	69545.72029419483	-0.6330517461733904	355.4338530646764	20183.803811654616	-1.9123669792966955	310.64377971576164	-974.465555857624	
0.025000000000000015	25	3999	-0.43403512597529237	-242.10251496784517	112869.67063218939	-0.599899731392929	-272.6824157069415	86155.84351678629	-0.5996418142740719	271.1042938354239	49.70665732433594	-2.027837460454063	-442.7706551636012	114239.44705702054	-0.27539273476283466	361.39439271944036	-7947.095757204864	-1.608413275343934	298.6269972772563	-23673.10177355845	
0.026000000000000016	26	3999	-0.6163510294258052	-123.51813796153483	125891.53732096568	-0.8194891382299639	-168.7116894016786	122846.97915497745	-0.33018772498589294	268.15759845506017	-6036.608112774866	-2.404162804168034	-311.9768500620394	148506.66421347734	0.07422618270868253	339.40474355244373	-36036.781851716034	-1.3256558926099562	267.8647894022973	-38703.35637784959	
