Time	Time Iteration	FSI Iteration	q1	qdot1	qddot1	q2	qdot2	qddot2
0.0	0	0	0.0	0.0	0.0	0.0	-0.8772981689857208	0.0
0.001	1	1	0.0	0.0	0.0	-0.0008769287826566229	-0.8761901033288303	2.215664684223933
0.002	2	1	0.0	0.0	0.0	-0.0017516423671013908	-0.8728687054281753	4.425732407162488
0.003	3	1	0.0	0.0	0.0	-0.002621931150905384	-0.8673423654231102	6.624620345940241
0.004	4	1	0.0	0.0	0.0	-0.0034855967090701213	-0.8596250433281073	8.80677391878683
0.005	5	1	0.0	0.0	0.0	-0.004340457347439902	-0.8497362337685492	10.966680816392575
0.006	6	1	0.0	0.0	0.0	-0.005184353613850589	-0.8377009167356136	13.098884926480203
0.007	7	1	0.0	0.0	0.0	-0.006015153753093191	-0.8235494944846459	15.198000116417978
0.008	8	1	0.0	0.0	0.0	-0.006830759091912525	-0.8073177147364253	17.258723839058177
0.009000000000000001	9	1	0.0	0.0	0.0	-0.007629109340438007	-0.7890465803753187	19.275850527431395
0.010000000000000002	10	1	0.0	0.0	0.0	-0.008408187796654669	-0.7687822458724374	21.24428474446048
0.011000000000000003	11	1	0.0	0.0	0.0	-0.009166026440767472	-0.7465759006954354	23.159054054476815
0.012000000000000004	12	1	0.0	0.0	0.0	-0.009900710906590116	-0.7224836399994736	25.015321584024374
0.013000000000000005	13	1	0.0	0.0	0.0	-0.010610385317400158	-0.6965663229259883	26.808398240221827
0.014000000000000005	14	1	0.0	0.0	0.0	-0.011293256974044704	-0.6688894188672183	28.533754555818163
0.015000000000000006	15	1	0.0	0.0	0.0	-0.011947600883454016	-0.6395228420848382	30.187032131019993
0.016000000000000007	16	1	0.0	0.0	0.0	-0.012571764116123759	-0.6085407751004658	31.764054643187794
0.017000000000000008	17	1	0.0	0.0	0.0	-0.013164169981558347	-0.5760214813041741	33.26083839658923
0.01800000000000001	18	1	0.0	0.0	0.0	-0.013723322011127996	-0.5420471072543759	34.6736023855604
0.01900000000000001	19	1	0.0	0.0	0.0	-0.014247807738278346	-0.5067034751684877	35.99877784565427
0.02000000000000001	20	1	0.0	0.0	0.0	-0.014736302266543563	-0.4700798661285605	37.23301726864933
